Unnamed: 0,Fact_ID,Datetime,Stop_ID,Remote_Unit_ID,Line_ID,Rider_Count,Stop_Name,North_Direction_Label,South_Direction_Label,Division,Line,Connecting_Lines,Daytime_Routes,Remote_Unit,Hour,Day,Month,Year,Capacity,Peak_Off_Peak,Schedule_On_Time,Trip_Timing,Event_Type,Status,Battery_Health,Demographic,Travel_Pattern,Entries,Exits,Near_Commercial_Area,Near_University
55,7420,2024-01-13 14:48:00,7,4,5,463,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,14,Saturday,1,2024,463,Off-Peak,On-Time,60.04965545899266,Alert,Offline,82.36383195760358,Adult,Occasional,321,142,False,False
56,7420,2024-01-13 14:48:00,7,4,5,463,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,14,Saturday,1,2024,463,Peak,Delayed,104.93604150539655,Malfunction,Degraded,76.42675971539447,Senior,Frequent,178,285,False,False
57,6781,2024-01-13 14:48:00,8,1,1,414,Canal St,Downtown,Uptown Bronx,BMT,7th Av,"1, 2, 3","1, 2, 3",R210,14,Saturday,1,2024,414,Off-Peak,Delayed,110.97033722766234,Malfunction,Degraded,74.5391305558826,Youth,Frequent,268,146,False,False
58,6781,2024-01-13 14:48:00,8,1,1,414,Canal St,Downtown,Uptown Bronx,BMT,7th Av,"1, 2, 3","1, 2, 3",R210,14,Saturday,1,2024,414,Off-Peak,Delayed,119.87511943660839,Malfunction,Offline,52.2464670213546,Youth,Frequent,98,316,False,False
59,7752,2024-01-29 13:22:00,7,4,5,158,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,13,Monday,1,2024,158,Peak,On-Time,92.21401054937307,Maintenance,Offline,52.82864818734668,Adult,Rare,13,145,True,False
60,7852,2024-01-24 11:51:00,7,4,5,368,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,11,Wednesday,1,2024,368,Peak,On-Time,65.75723491852364,Maintenance,Offline,88.34194296740938,Youth,Occasional,113,255,False,True
61,7955,2024-01-29 00:58:00,7,4,5,230,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,0,Monday,1,2024,230,Peak,On-Time,29.706542629238637,Maintenance,Operational,78.52292985428528,Youth,Frequent,140,90,False,True
62,7986,2024-01-07 07:13:00,7,4,5,54,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,7,Sunday,1,2024,183,Peak,On-Time,15.338217834064722,Maintenance,Degraded,93.15646277763065,Senior,Occasional,8,46,False,False
63,7986,2024-01-07 07:13:00,7,4,5,54,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,7,Sunday,1,2024,122,Peak,On-Time,8.381162678298832,Maintenance,Operational,77.94123054996663,Senior,Occasional,49,5,False,False
64,3568,2024-01-07 07:13:00,7,5,4,226,Grand Central,Uptown,Downtown Brooklyn,BMT,Lexington Av,"L, 4, 5, 6","4, 5, 6",R180,7,Sunday,1,2024,226,Peak,On-Time,67.65503254116553,Alert,Operational,62.52956352222466,Youth,Frequent,219,7,False,True
65,3568,2024-01-07 07:13:00,7,5,4,226,Grand Central,Uptown,Downtown Brooklyn,BMT,Lexington Av,"L, 4, 5, 6","4, 5, 6",R180,7,Sunday,1,2024,226,Off-Peak,Delayed,24.927810383861313,Alert,Operational,66.12971536647471,Youth,Occasional,166,60,False,False
66,8282,2024-01-08 15:43:00,7,4,5,374,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,15,Monday,1,2024,374,Peak,Delayed,84.83709810211327,Maintenance,Degraded,95.03252190334695,Adult,Occasional,106,268,True,False
67,8646,2024-01-19 15:21:00,7,4,5,171,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,15,Friday,1,2024,176,Off-Peak,On-Time,114.16192029063406,Maintenance,Offline,97.63047075897677,Youth,Occasional,20,151,False,False
68,8646,2024-01-19 15:21:00,7,4,5,171,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,15,Friday,1,2024,171,Peak,Delayed,52.47794389158065,Malfunction,Degraded,57.481765009207145,Youth,Occasional,82,89,False,True
69,8923,2024-01-19 15:21:00,6,4,6,232,Wall St,Downtown,Uptown,IRT,Liberty Av,"A, S","L, M",R450,15,Friday,1,2024,232,Off-Peak,On-Time,87.82352171188784,Malfunction,Offline,82.60938702568109,Youth,Rare,214,18,False,False
70,8923,2024-01-19 15:21:00,6,4,6,232,Wall St,Downtown,Uptown,IRT,Liberty Av,"A, S","L, M",R450,15,Friday,1,2024,232,Peak,Delayed,35.02880174320504,Alert,Offline,57.349060304945326,Senior,Occasional,96,136,False,False
71,9143,2024-01-14 05:00:00,7,4,5,492,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,5,Sunday,1,2024,492,Peak,On-Time,41.00038599701425,Maintenance,Operational,63.219551979478545,Youth,Rare,22,470,False,True
72,9238,2024-01-01 16:49:00,7,4,5,251,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,16,Monday,1,2024,251,Peak,On-Time,48.18498342675551,Malfunction,Offline,77.77874379404817,Adult,Rare,25,226,True,False
73,9930,2024-01-26 17:32:00,7,4,5,136,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,17,Friday,1,2024,193,Off-Peak,Delayed,34.72007798449798,Maintenance,Offline,71.78072557242979,Senior,Rare,89,47,False,False
74,9930,2024-01-26 17:32:00,7,4,5,136,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,17,Friday,1,2024,136,Off-Peak,Delayed,103.81619802227654,Maintenance,Offline,72.66200032888281,Senior,Rare,48,88,False,False
75,9930,2024-01-26 17:32:00,7,4,5,136,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,17,Friday,1,2024,136,Off-Peak,Delayed,90.67079817446373,Maintenance,Operational,76.24239439460933,Senior,Frequent,97,39,False,False
76,7193,2024-01-26 17:32:00,5,5,5,220,96th St,Uptown Bronx,Downtown Manhattan,IND,Central Park W,"B, C, D","A, C",R180,17,Friday,1,2024,220,Off-Peak,On-Time,24.252607656421795,Alert,Degraded,63.54003885250884,Senior,Frequent,19,201,False,False
77,7193,2024-01-26 17:32:00,5,5,5,220,96th St,Uptown Bronx,Downtown Manhattan,IND,Central Park W,"B, C, D","A, C",R180,17,Friday,1,2024,220,Off-Peak,On-Time,107.57492405968026,Malfunction,Degraded,86.60209823553214,Youth,Rare,145,75,False,False
78,7193,2024-01-26 17:32:00,5,5,5,220,96th St,Uptown Bronx,Downtown Manhattan,IND,Central Park W,"B, C, D","A, C",R180,17,Friday,1,2024,220,Peak,Delayed,94.58417282277726,Alert,Offline,97.31931161868405,Senior,Frequent,215,5,False,False
79,7117,2024-01-26 17:32:00,3,1,1,458,Fulton St,Uptown Bronx,Downtown Manhattan,IND,7th Av,"1, 2, 3","1, 2, 3",R210,17,Friday,1,2024,458,Peak,On-Time,20.243717569678644,Maintenance,Operational,91.87932250390028,Senior,Rare,398,60,False,False
80,7117,2024-01-26 17:32:00,3,1,1,458,Fulton St,Uptown Bronx,Downtown Manhattan,IND,7th Av,"1, 2, 3","1, 2, 3",R210,17,Friday,1,2024,458,Peak,On-Time,108.8308751080746,Malfunction,Offline,85.78446161176295,Adult,Occasional,219,239,True,False
81,7117,2024-01-26 17:32:00,3,1,1,458,Fulton St,Uptown Bronx,Downtown Manhattan,IND,7th Av,"1, 2, 3","1, 2, 3",R210,17,Friday,1,2024,458,Off-Peak,On-Time,30.476690400481324,Alert,Offline,51.27714725872576,Senior,Occasional,338,120,False,False
82,9993,2024-01-17 02:42:00,7,4,5,171,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,2,Wednesday,1,2024,171,Off-Peak,Delayed,30.08203197302334,Malfunction,Offline,91.94315571099231,Senior,Occasional,15,156,False,False
83,9993,2024-01-17 02:42:00,7,4,5,171,Grand Central,Uptown,Downtown Brooklyn,BMT,Central Park W,"B, C, D","A, C",R450,2,Wednesday,1,2024,171,Peak,Delayed,40.9362865354723,Malfunction,Offline,75.07004282219057,Senior,Rare,130,41,False,False
84,8365,2024-01-17 02:42:00,6,6,4,172,Wall St,Downtown,Uptown,IRT,Lexington Av,"L, 4, 5, 6","4, 5, 6",R191,2,Wednesday,1,2024,172,Off-Peak,Delayed,40.63291887996594,Alert,Operational,91.76279629638992,Senior,Rare,137,35,False,False
85,8365,2024-01-17 02:42:00,6,6,4,172,Wall St,Downtown,Uptown,IRT,Lexington Av,"L, 4, 5, 6","4, 5, 6",R191,2,Wednesday,1,2024,172,Off-Peak,Delayed,25.260244662762307,Maintenance,Offline,70.90525902848272,Adult,Rare,127,45,False,False
86,336,2024-01-11 13:44:00,1,4,5,222,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,13,Thursday,1,2024,222,Peak,Delayed,113.81514100443131,Alert,Offline,96.47213166251764,Senior,Occasional,7,215,False,False
87,488,2024-01-21 16:54:00,1,4,5,194,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,16,Sunday,1,2024,194,Off-Peak,On-Time,46.18594966007555,Malfunction,Offline,71.55880723177425,Youth,Occasional,164,30,False,False
88,911,2024-01-28 21:43:00,1,4,5,304,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,21,Sunday,1,2024,304,Peak,On-Time,58.156047988207035,Malfunction,Offline,95.75982766983364,Senior,Frequent,135,169,False,False
89,1044,2024-01-26 15:42:00,1,4,5,374,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,15,Friday,1,2024,374,Peak,Delayed,111.0371694346475,Malfunction,Offline,57.09427190313747,Youth,Occasional,290,84,False,True
90,1236,2024-01-12 21:58:00,1,4,5,163,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,21,Friday,1,2024,163,Off-Peak,On-Time,82.69991318365635,Maintenance,Degraded,83.80984217203446,Senior,Frequent,119,44,False,False
91,1236,2024-01-12 21:58:00,1,4,5,163,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,21,Friday,1,2024,163,Peak,On-Time,98.59556815674424,Maintenance,Operational,64.26272464739088,Adult,Occasional,4,159,True,False
92,1409,2024-01-12 21:58:00,7,3,2,456,Grand Central,Uptown,Downtown Brooklyn,BMT,Broadway,"N, Q, R, W","N, Q, R",R332,21,Friday,1,2024,456,Peak,Delayed,50.38130400628111,Alert,Offline,80.96169800285348,Adult,Rare,330,126,True,False
93,1409,2024-01-12 21:58:00,7,3,2,456,Grand Central,Uptown,Downtown Brooklyn,BMT,Broadway,"N, Q, R, W","N, Q, R",R332,21,Friday,1,2024,456,Off-Peak,On-Time,91.78253777316134,Malfunction,Offline,87.73216700922067,Youth,Frequent,261,195,False,False
94,1362,2024-01-24 06:56:00,1,4,5,250,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,6,Wednesday,1,2024,250,Off-Peak,Delayed,37.184717150497754,Malfunction,Degraded,57.2678307251978,Youth,Rare,49,201,False,False
95,1390,2024-01-24 15:37:00,1,4,5,268,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,15,Wednesday,1,2024,268,Peak,Delayed,71.99579116626673,Alert,Degraded,88.66249777270232,Senior,Rare,146,122,False,False
96,1828,2024-01-07 02:57:00,1,4,5,374,34th St - Penn,Uptown,Downtown,BMT,Central Park W,"B, C, D","A, C",R450,2,Sunday,1,2024,374,Off-Peak,Delayed,26.66487914660831,Alert,Degraded,97.53870848043493,Youth,Occasional,91,283,False,False
